epoch,train_loss,val_loss,iou_sargassum_denso,iou_algas_sparse,iou_sargassum_combinado,mIoU,lr
1,4.42767,4.9366,0.00025,0.00022,0.00023,0.00041,3e-05
2,3.74924,4.46014,0.00458,0.00192,0.00325,0.00077,3e-05
3,3.27766,4.50739,2e-05,0.00056,0.00029,0.0003,3e-05
4,3.01763,4.54064,0.00125,0.0011,0.00118,0.0007,3e-05
5,2.85689,4.32517,0.00294,0.00124,0.00209,0.00109,3e-05
6,nan,4.2459,0.00287,0.00147,0.00217,0.00249,3e-05
7,2.47607,4.4324,0.00226,0.0014,0.00183,0.00209,3e-05
8,2.69098,4.35671,0.00209,0.00079,0.00144,0.00258,3e-05
9,2.68821,4.08763,0.00322,0.00088,0.00205,0.00236,3e-05
10,2.5384,4.11975,0.00483,0.00211,0.00347,0.00216,3e-05
11,2.43013,4.07356,0.00183,0.00119,0.00151,0.00351,3e-05
12,nan,4.08869,0.00181,0.00136,0.00159,0.00245,3e-05
13,2.24958,3.80377,0.00182,0.00098,0.0014,0.00358,3e-05
14,2.26119,3.81787,0.00086,0.00061,0.00074,0.00191,3e-05
15,2.17128,3.65429,0.00063,0.00036,0.00049,0.00308,3e-05
16,2.05528,3.48377,0.00077,0.001,0.00089,0.0026,3e-05
17,2.1733,3.48797,0.00089,0.00126,0.00108,0.00331,3e-05
18,2.02431,3.47793,0.00278,0.00293,0.00286,0.00234,3e-05
19,2.1367,3.62322,0.00425,0.00237,0.00331,0.00158,3e-05
20,2.21391,3.4484,0.00088,0.00128,0.00108,0.00343,3e-05
21,2.32808,3.35741,0.00143,0.00168,0.00156,0.00335,3e-05
22,2.14503,3.32243,0.00105,0.00186,0.00145,0.00232,3e-05
23,1.95824,3.36902,0.00115,0.00401,0.00258,0.0029,3e-05
24,2.09451,3.4185,0.0011,0.00127,0.00119,0.0029,3e-05
25,2.01124,3.36575,0.00082,0.00134,0.00108,0.0026,3e-05
26,1.9742,3.2524,0.00078,0.00083,0.00081,0.00318,3e-05
27,1.86749,3.26897,0.00139,0.0055,0.00344,0.0032,3e-05
28,1.84506,3.29305,0.00083,0.00145,0.00114,0.00276,3e-05
29,1.9079,3.22323,0.00126,0.00298,0.00212,0.00325,3e-05
30,1.8558,3.20333,0.00085,0.00614,0.00349,0.00315,3e-05
31,1.9166,3.08201,0.00119,0.00457,0.00288,0.00354,3e-05
32,1.88356,3.12707,0.00112,0.00114,0.00113,0.00315,3e-05
33,1.87682,3.02967,0.00099,0.0052,0.00309,0.00334,3e-05
34,1.72399,3.06794,0.00072,0.00353,0.00212,0.0028,3e-05
35,1.70342,3.1132,0.00084,0.00349,0.00216,0.00279,3e-05
36,nan,2.97201,0.00072,0.00276,0.00174,0.00285,3e-05
37,1.66483,3.14922,0.00078,0.00169,0.00123,0.00332,3e-05
38,1.73101,3.05018,0.00095,0.00069,0.00082,0.0032,3e-05
39,1.63167,3.01811,0.00045,0.00215,0.0013,0.00332,3e-05
40,1.69549,3.02247,0.00071,0.00345,0.00208,0.00346,3e-05
41,1.67671,2.98099,0.0005,0.00126,0.00088,0.00303,3e-05
42,1.74445,2.92997,0.00287,0.00587,0.00437,0.00345,3e-05
43,1.61116,2.92714,0.00125,0.00479,0.00302,0.00315,3e-05
44,1.76785,2.95501,0.00077,0.00669,0.00373,0.00368,3e-05
45,1.70794,3.0573,0.00051,0.00682,0.00367,0.00351,3e-05
46,1.77892,2.89917,0.001,0.00471,0.00285,0.00284,3e-05
47,1.61254,2.85343,0.00094,0.00373,0.00234,0.00297,3e-05
48,1.65049,2.84283,0.00019,0.00267,0.00143,0.00282,3e-05
49,1.59513,2.96768,0.00105,0.00214,0.0016,0.00435,3e-05
50,1.61645,2.87978,0.00034,0.00204,0.00119,0.00353,3e-05
51,1.57616,3.0177,0.00054,0.00127,0.0009,0.00359,3e-05
52,nan,2.87416,0.00019,0.00142,0.00081,0.00325,3e-05
53,1.64951,2.74155,0.0007,0.00815,0.00443,0.00358,3e-05
54,1.71424,2.87393,0.00018,0.00351,0.00185,0.00357,3e-05
55,1.6428,2.68653,0.0011,0.00384,0.00247,0.00333,3e-05
56,1.48286,2.73936,0.00031,0.00237,0.00134,0.00317,3e-05
57,1.53636,2.60863,0.00031,0.00664,0.00348,0.00354,3e-05
58,1.49803,2.6179,0.00071,0.00375,0.00223,0.00359,3e-05
59,1.49932,2.69871,0.00012,0.00441,0.00227,0.00352,3e-05
60,nan,2.59874,0.00011,0.00513,0.00262,0.00388,3e-05
61,1.41451,2.59007,0.00065,0.0048,0.00273,0.00355,3e-05
62,1.41373,2.54799,0.00108,0.01125,0.00617,0.0039,3e-05
63,1.51326,2.82421,0.00017,0.0014,0.00079,0.00434,3e-05
64,1.45273,2.37545,0.00535,0.00637,0.00586,0.00474,3e-05
65,1.44602,2.72812,6e-05,0.00249,0.00128,0.0052,3e-05
66,1.5857,2.61953,0.00299,0.00328,0.00313,0.00506,3e-05
67,1.40321,2.44158,0.00145,0.00276,0.00211,0.00501,3e-05
68,1.3105,2.63967,0.00049,0.00159,0.00104,0.00505,3e-05
69,1.36436,2.4122,0.0006,0.00191,0.00125,0.00514,3e-05
