epoch,train_loss,val_loss,iou_sargassum_denso,iou_algas_sparse,iou_sargassum_combinado,mIoU,lr
75,3.48752,4.8717,0.0012,0.00013,0.00067,0.00284,3e-05
76,3.05417,4.29806,0.0012,0.0006,0.0009,0.00351,3e-05
77,2.92037,4.17833,0.00127,0.00102,0.00114,0.00312,3e-05
78,2.77808,5.20276,0.00093,0.0003,0.00062,0.00294,3e-05
79,4.48419,6.22513,0.00754,0.00025,0.00389,0.0048,3e-05
80,3.6703,5.96018,0.00184,0.0002,0.00102,0.00292,3e-05
81,2.90602,5.70827,0.0021,0.00085,0.00147,0.00318,1.5e-05
82,2.71701,6.48095,0.00157,0.00022,0.0009,0.00317,1.5e-05
83,2.73958,6.76011,0.00076,0.00842,0.00459,0.00347,1.5e-05
84,2.65213,6.32676,0.00049,0.00053,0.00051,0.00455,1.5e-05
85,2.69108,5.07371,0.00293,0.00022,0.00158,0.00364,1.5e-05
86,2.60468,5.26111,0.00129,0.00019,0.00074,0.00389,1.5e-05
87,2.27829,8.09944,0.0,0.00015,7e-05,0.00527,1.5e-05
88,2.5134,4.7015,0.00138,0.00022,0.0008,0.00485,1.5e-05
89,2.51506,4.51078,0.00242,0.00028,0.00135,0.0039,1.5e-05
90,2.21948,4.52666,0.00168,0.00045,0.00106,0.00422,7.5e-06
91,2.31174,4.76063,0.00283,0.00067,0.00175,0.00504,7.5e-06
92,2.2712,4.59387,0.00153,0.00029,0.00091,0.00602,7.5e-06
93,2.11602,4.56169,0.00178,0.00062,0.0012,0.00377,7.5e-06
94,2.19418,4.63677,0.00185,0.00028,0.00107,0.00483,7.5e-06
95,2.20836,4.80064,0.00193,0.00034,0.00114,0.00559,7.5e-06
96,2.33527,4.64793,0.00259,0.00037,0.00148,0.00452,7.5e-06
