epoch,train_loss,val_loss,iou_sargassum_denso,iou_algas_sparse,iou_sargassum_combinado,mIoU,lr
1,3.24195,3.46853,0.00044,0.00026,0.00035,0.00035,5e-05
2,2.64265,3.27066,0.00059,0.00019,0.00039,0.00083,5e-05
3,2.03414,3.05757,0.0009,0.00107,0.00098,0.00072,5e-05
4,1.84833,2.93102,0.00034,0.00023,0.00029,0.00086,5e-05
5,1.73342,2.95515,0.00012,0.0002,0.00016,0.00102,5e-05
6,1.75666,2.81621,0.00049,0.00013,0.00031,0.00139,5e-05
7,1.69437,2.8033,0.00071,0.00015,0.00043,0.00117,5e-05
8,1.53001,2.74921,0.0005,0.00023,0.00037,0.00135,5e-05
9,1.5811,2.831,0.00086,3e-05,0.00044,0.00196,5e-05
10,1.53008,2.94611,0.00027,6e-05,0.00017,0.00195,5e-05
11,nan,2.87773,0.00219,0.002,0.0021,0.00246,5e-05
12,1.61646,2.7207,0.00093,0.00015,0.00054,0.00146,5e-05
13,1.58252,2.60076,0.00069,0.00016,0.00042,0.0016,5e-05
14,1.3381,2.51122,0.00117,0.00016,0.00066,0.00183,5e-05
15,1.34657,2.32825,0.00112,0.00021,0.00067,0.00151,5e-05
16,1.21973,2.31108,0.00217,0.00024,0.00121,0.00142,5e-05
17,1.45462,2.4975,0.00136,3e-05,0.0007,0.00145,5e-05
18,1.24887,2.1977,0.00057,4e-05,0.0003,0.00201,5e-05
19,1.18548,2.04536,0.00178,0.00027,0.00103,0.00194,5e-05
20,1.28072,2.08835,0.00149,9e-05,0.00079,0.00245,5e-05
21,1.33016,2.09442,0.00171,6e-05,0.00089,0.00231,5e-05
22,1.25301,2.0498,0.00072,7e-05,0.0004,0.00208,5e-05
23,1.19235,2.02879,0.00131,0.00013,0.00072,0.0024,5e-05
24,1.17612,1.89164,0.00093,0.0001,0.00051,0.00266,5e-05
25,1.10174,2.09188,0.0023,6e-05,0.00118,0.00265,5e-05
26,1.11275,1.81788,0.00118,0.00011,0.00064,0.00264,5e-05
27,1.06552,1.92116,0.00189,4e-05,0.00096,0.00259,5e-05
28,1.0132,1.75458,0.00137,0.0001,0.00073,0.00241,5e-05
29,1.04191,1.76238,0.00098,0.00021,0.00059,0.00261,5e-05
30,1.02588,1.84231,0.00372,0.00063,0.00218,0.00319,5e-05
31,1.05553,1.85935,0.00104,0.00013,0.00059,0.00272,5e-05
32,1.01897,1.79393,0.00079,4e-05,0.00042,0.00304,5e-05
33,nan,1.65971,0.00097,0.00011,0.00054,0.00251,2.5e-05
34,0.85902,1.60325,0.00073,0.00011,0.00042,0.00265,2.5e-05
35,0.87905,1.65242,0.00072,0.00012,0.00042,0.00235,2.5e-05
36,0.9194,1.64262,0.00205,0.0002,0.00112,0.00285,2.5e-05
37,0.88023,1.6138,0.00128,7e-05,0.00068,0.00288,2.5e-05
38,0.84578,1.6038,0.00106,0.00016,0.00061,0.00284,2.5e-05
39,0.83614,1.56596,0.00063,0.00013,0.00038,0.00264,1.25e-05
40,0.81204,1.58313,0.00125,0.00019,0.00072,0.0024,1.25e-05
41,0.82319,1.59144,0.00173,0.00019,0.00096,0.0028,1.25e-05
42,0.8392,1.55175,0.00128,0.00027,0.00077,0.00256,1.25e-05
43,0.77411,1.63743,0.00123,0.00036,0.00079,0.00265,1.25e-05
44,0.77263,1.58373,0.00079,0.00015,0.00047,0.00234,1.25e-05
45,nan,1.5671,0.00064,0.00018,0.00041,0.00224,1.25e-05
46,0.80711,1.56025,0.00121,6e-05,0.00063,0.00274,1.25e-05
47,nan,1.53617,0.00098,0.00015,0.00056,0.00227,6.25e-06
48,0.75705,1.48167,0.00105,0.00018,0.00061,0.00253,6.25e-06
49,0.75504,1.54284,0.00066,0.0001,0.00038,0.00258,6.25e-06
50,0.79791,1.51837,0.00107,0.00023,0.00065,0.0025,6.25e-06
51,0.77792,1.52313,0.00069,0.00013,0.00041,0.0024,6.25e-06
52,0.76528,1.50434,0.00091,0.00015,0.00053,0.00258,6.25e-06
53,0.76899,1.50877,0.00103,0.00015,0.00059,0.00268,3.13e-06
54,0.78151,1.50836,0.00109,0.00012,0.00061,0.00295,3.13e-06
55,0.77614,1.50867,0.00094,0.0002,0.00057,0.00268,3.13e-06
56,0.70383,1.5169,0.00179,0.00021,0.001,0.00294,3.13e-06
57,0.75526,1.48668,0.00084,0.00015,0.0005,0.00272,1.56e-06
58,0.81772,1.50987,0.00075,0.00013,0.00044,0.00242,1.56e-06
59,nan,1.49804,0.00076,0.00013,0.00044,0.00244,1.56e-06
60,0.77488,1.5059,0.00087,0.00019,0.00053,0.00245,1.56e-06
61,0.80551,1.50741,0.00073,0.00011,0.00042,0.00245,7.8e-07
62,0.69746,1.50564,0.00064,0.00013,0.00039,0.00267,7.8e-07
63,0.77058,1.50192,0.00066,8e-05,0.00037,0.00296,7.8e-07
64,0.7319,1.48851,0.0007,0.00014,0.00042,0.00237,7.8e-07
65,0.74498,1.47378,0.00068,0.00015,0.00042,0.00251,3.9e-07
66,0.78243,1.49742,0.001,0.00012,0.00056,0.00262,3.9e-07
67,0.68281,1.50336,0.00097,0.00017,0.00057,0.0024,3.9e-07
68,0.6678,1.49015,0.00104,0.00023,0.00063,0.00267,3.9e-07
69,0.74195,1.49922,0.00072,0.00013,0.00042,0.00254,3.9e-07
70,0.7451,1.49568,0.00097,0.00018,0.00057,0.00266,2e-07
71,0.70961,1.49139,0.00063,0.00015,0.00039,0.0025,2e-07
72,0.68298,1.48268,0.00071,0.00012,0.00042,0.00245,2e-07
73,0.67516,1.48387,0.00083,0.00015,0.00049,0.00257,2e-07
74,0.73766,1.49112,0.00082,0.00012,0.00047,0.00248,1e-07
75,0.78611,1.48796,0.00088,0.00014,0.00051,0.00252,1e-07
76,0.74337,1.51778,0.00068,0.00012,0.0004,0.00237,1e-07
77,0.72106,1.49987,0.00069,0.0001,0.0004,0.00262,1e-07
78,0.74234,1.50795,0.00073,0.00017,0.00045,0.00256,5e-08
79,0.66576,1.51519,0.00071,0.00014,0.00043,0.00252,5e-08
80,nan,1.50201,0.00075,8e-05,0.00041,0.00292,5e-08
81,nan,1.4938,0.00079,0.00015,0.00047,0.00246,5e-08
82,0.72406,1.50356,0.00079,0.00019,0.00049,0.00255,2e-08
83,nan,1.50976,0.00074,0.00016,0.00045,0.00254,2e-08
84,nan,1.48679,0.00094,0.00016,0.00055,0.00249,2e-08
85,0.7694,1.49774,0.00082,0.00019,0.0005,0.00257,2e-08
