epoch,train_loss,val_loss,iou_sargassum_denso,iou_algas_sparse,iou_sargassum_combinado,mIoU,lr
1,2.15139,3.30771,0.00242,0.0078,0.00511,0.00145,5e-06
2,nan,2.92494,0.00147,0.0013,0.00138,0.00168,5e-06
3,1.14136,2.47888,0.00162,0.00082,0.00122,0.00435,5e-06
4,1.03765,2.23661,0.0009,0.00071,0.00081,0.00673,5e-06
5,0.93956,2.08264,0.00137,0.00058,0.00097,0.00696,5e-06
6,0.80736,1.93591,0.00078,0.0005,0.00064,0.00673,5e-06
7,0.81554,1.85981,0.00072,0.00059,0.00066,0.00802,5e-06
8,0.68955,1.78399,0.00064,0.00067,0.00066,0.00958,5e-06
9,0.71347,1.73572,0.00165,0.00065,0.00115,0.01161,5e-06
10,0.76406,1.66564,0.00118,0.00092,0.00105,0.01301,5e-06
11,nan,1.64416,0.00136,0.00098,0.00117,0.0134,5e-06
12,0.63492,1.59058,0.00072,0.00085,0.00078,0.01168,5e-06
13,0.5565,1.55254,0.00072,0.00074,0.00073,0.01287,5e-06
14,0.58648,1.5005,0.00054,0.00109,0.00081,0.0138,5e-06
15,0.56465,1.45819,0.00186,0.00119,0.00153,0.01804,5e-06
16,0.59265,1.44704,0.00071,0.00094,0.00082,0.0167,5e-06
17,0.60116,1.43122,0.00046,0.00085,0.00065,0.01326,5e-06
18,0.53447,1.41337,0.00066,0.00096,0.00081,0.01517,5e-06
19,0.53591,1.34684,0.00094,0.00144,0.00119,0.01497,5e-06
20,0.42013,1.34605,0.00255,0.00114,0.00184,0.01576,5e-06
21,0.43395,1.31512,0.00201,0.00133,0.00167,0.01324,5e-06
22,0.55335,1.33271,0.00081,0.00168,0.00124,0.01404,5e-06
23,0.4242,1.32923,0.00091,0.00101,0.00096,0.0141,5e-06
24,0.43285,1.24067,0.00278,0.0015,0.00214,0.01662,5e-06
25,0.45587,1.23507,0.00268,0.00173,0.0022,0.01674,5e-06
26,0.38137,1.21687,0.00186,0.0031,0.00248,0.01514,5e-06
27,nan,1.24821,0.00062,0.00141,0.00102,0.01302,5e-06
28,0.38084,1.17904,0.00146,0.00172,0.00159,0.01614,5e-06
29,0.40281,1.14191,0.00811,0.00218,0.00515,0.02091,5e-06
30,0.39453,1.17475,0.00178,0.00124,0.00151,0.01727,5e-06
31,0.29147,1.11756,0.00371,0.00205,0.00288,0.01839,5e-06
32,nan,1.15782,0.00525,0.00189,0.00357,0.01944,5e-06
33,0.37151,1.14889,0.00114,0.0016,0.00137,0.01638,5e-06
34,0.29069,1.08525,0.00676,0.00218,0.00447,0.0177,5e-06
35,nan,1.08189,0.00342,0.00166,0.00254,0.0151,5e-06
36,0.28512,1.06574,0.00221,0.002,0.0021,0.01577,5e-06
37,0.30887,1.03341,0.00178,0.0019,0.00184,0.01313,5e-06
38,0.28734,1.03452,0.00201,0.00209,0.00205,0.01458,5e-06
39,0.23482,1.04646,0.00302,0.00178,0.0024,0.01719,5e-06
40,0.31654,0.99971,0.00907,0.00279,0.00593,0.01852,5e-06
41,0.28044,0.98754,0.00672,0.00341,0.00506,0.01766,5e-06
42,0.25984,1.01306,0.00346,0.00275,0.0031,0.01682,5e-06
43,0.25105,1.03504,0.00216,0.00262,0.00239,0.01644,5e-06
44,0.26648,1.06266,0.00236,0.00353,0.00294,0.01777,5e-06
45,0.25175,1.07422,0.00401,0.00231,0.00316,0.01564,5e-06
46,0.2304,1.09169,0.00499,0.00287,0.00393,0.01635,5e-06
47,0.18658,1.06607,0.00365,0.00242,0.00303,0.01709,5e-06
48,0.26883,1.02069,0.00641,0.00208,0.00424,0.01852,5e-06
49,0.18024,1.06228,0.00472,0.00202,0.00337,0.01876,5e-06
50,0.19976,1.08141,0.00518,0.00214,0.00366,0.0192,5e-06
51,nan,1.05243,0.00374,0.00128,0.00251,0.01505,5e-06
52,0.21395,1.02186,0.00561,0.00576,0.00569,0.01709,5e-06
53,0.22558,1.06029,0.0052,0.00454,0.00487,0.01682,5e-06
54,0.24637,1.07194,0.00666,0.00214,0.0044,0.01722,5e-06
55,0.18976,1.09065,0.0076,0.00259,0.00509,0.01738,2.5e-06
56,0.20839,1.09607,0.00472,0.00231,0.00351,0.01662,2.5e-06
57,0.17081,1.04571,0.00944,0.00277,0.00611,0.01833,2.5e-06
58,0.19667,1.03731,0.00805,0.00339,0.00572,0.01568,2.5e-06
59,0.2086,1.02581,0.00572,0.00448,0.0051,0.01555,2.5e-06
60,0.15215,1.00683,0.00828,0.00314,0.00571,0.01838,2.5e-06
61,nan,1.03474,0.00797,0.00468,0.00633,0.01752,2.5e-06
62,0.19007,1.02625,0.00834,0.00215,0.00525,0.017,2.5e-06
63,0.23063,1.04027,0.00606,0.00152,0.00379,0.0165,2.5e-06
64,0.14488,1.03335,0.0069,0.00176,0.00433,0.01785,2.5e-06
65,nan,1.03726,0.00729,0.00206,0.00467,0.01702,2.5e-06
66,0.15916,1.01432,0.00676,0.00183,0.00429,0.01654,2.5e-06
